task_id,system,scenario,task_family,failure_type,success,tool_calls,repair_actions,repair_triggered,user_turns,total_steps,reuse_pass_index,reused_artifact,second_run_improvement,stop_reason,trace_path
toolsandbox_missing_info_001,a0_baseline,environment_failure,t1_static_recovery,environment_failure,False,2,0,0,0,2,0,False,0.0,step_failed:step_02:environment unavailable for write operation,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/003_toolsandbox_missing_info_001_a0_baseline.json
toolsandbox_missing_info_001,a1_recovery,environment_failure,t1_static_recovery,environment_failure,False,2,0,1,0,2,0,False,0.0,awaiting_user_interaction,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/003_toolsandbox_missing_info_001_a1_recovery.json
toolsandbox_missing_info_001,a2_planner,environment_failure,t1_static_recovery,environment_failure,False,2,0,1,0,2,0,False,0.0,awaiting_user_interaction,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/003_toolsandbox_missing_info_001_a2_planner.json
toolsandbox_missing_info_001,a3_interaction,environment_failure,t1_static_recovery,environment_failure,True,3,0,1,1,2,0,False,0.0,success_criteria_satisfied,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/003_toolsandbox_missing_info_001_a3_interaction.json
toolsandbox_missing_info_001,a4_reuse,environment_failure,t1_static_recovery,environment_failure,True,3,0,1,1,2,0,False,0.0,success_criteria_satisfied,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/003_toolsandbox_missing_info_001_a4_reuse.json
toolsandbox_missing_info_002,a0_baseline,binding_failure,t1_static_recovery,binding_failure,False,2,0,0,0,2,0,False,0.0,step_failed:step_02:missing required field: target_path,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/004_toolsandbox_missing_info_002_a0_baseline.json
toolsandbox_missing_info_002,a1_recovery,binding_failure,t1_static_recovery,binding_failure,True,2,1,1,0,2,0,False,0.0,success_criteria_satisfied,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/004_toolsandbox_missing_info_002_a1_recovery.json
toolsandbox_missing_info_002,a2_planner,binding_failure,t1_static_recovery,binding_failure,True,2,1,1,0,2,0,False,0.0,success_criteria_satisfied,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/004_toolsandbox_missing_info_002_a2_planner.json
toolsandbox_missing_info_002,a3_interaction,binding_failure,t1_static_recovery,binding_failure,True,2,1,1,0,2,0,False,0.0,success_criteria_satisfied,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/004_toolsandbox_missing_info_002_a3_interaction.json
toolsandbox_missing_info_002,a4_reuse,binding_failure,t1_static_recovery,binding_failure,True,2,1,1,0,2,0,False,0.0,success_criteria_satisfied,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/004_toolsandbox_missing_info_002_a4_reuse.json
toolsandbox_multi_turn_approval_001,a0_baseline,multiple_user_turn,t3_must_interact,multiple_user_turn,True,2,0,0,0,2,0,False,0.0,success_criteria_satisfied,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/005_toolsandbox_multi_turn_approval_001_a0_baseline.json
toolsandbox_multi_turn_approval_001,a1_recovery,multiple_user_turn,t3_must_interact,multiple_user_turn,False,0,0,1,0,2,0,False,0.0,awaiting_user_interaction,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/005_toolsandbox_multi_turn_approval_001_a1_recovery.json
toolsandbox_multi_turn_approval_001,a2_planner,multiple_user_turn,t3_must_interact,multiple_user_turn,False,0,0,1,0,2,0,False,0.0,awaiting_user_interaction,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/005_toolsandbox_multi_turn_approval_001_a2_planner.json
toolsandbox_multi_turn_approval_001,a3_interaction,multiple_user_turn,t3_must_interact,multiple_user_turn,True,2,0,2,2,2,0,False,0.0,success_criteria_satisfied,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/005_toolsandbox_multi_turn_approval_001_a3_interaction.json
toolsandbox_multi_turn_approval_001,a4_reuse,multiple_user_turn,t3_must_interact,multiple_user_turn,True,2,0,2,2,2,0,False,0.0,success_criteria_satisfied,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/005_toolsandbox_multi_turn_approval_001_a4_reuse.json
toolsandbox_multi_turn_approval_002,a0_baseline,binding_failure,t1_static_recovery,binding_failure,False,2,0,0,0,2,0,False,0.0,step_failed:step_02:missing required field: target_path,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/006_toolsandbox_multi_turn_approval_002_a0_baseline.json
toolsandbox_multi_turn_approval_002,a1_recovery,binding_failure,t1_static_recovery,binding_failure,False,0,0,1,0,2,0,False,0.0,awaiting_user_interaction,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/006_toolsandbox_multi_turn_approval_002_a1_recovery.json
toolsandbox_multi_turn_approval_002,a2_planner,binding_failure,t1_static_recovery,binding_failure,False,0,0,1,0,2,0,False,0.0,awaiting_user_interaction,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/006_toolsandbox_multi_turn_approval_002_a2_planner.json
toolsandbox_multi_turn_approval_002,a3_interaction,binding_failure,t1_static_recovery,binding_failure,True,2,1,3,2,2,0,False,0.0,success_criteria_satisfied,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/006_toolsandbox_multi_turn_approval_002_a3_interaction.json
toolsandbox_multi_turn_approval_002,a4_reuse,binding_failure,t1_static_recovery,binding_failure,True,2,0,2,2,2,0,True,0.0,success_criteria_satisfied,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/006_toolsandbox_multi_turn_approval_002_a4_reuse.json
toolsandbox_canonicalization_001,a0_baseline,canonicalization,t2_dynamic_branching,canonicalization,True,2,0,0,0,2,0,False,0.0,success_criteria_satisfied,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/007_toolsandbox_canonicalization_001_a0_baseline.json
toolsandbox_canonicalization_001,a1_recovery,canonicalization,t2_dynamic_branching,canonicalization,True,2,0,0,0,2,0,False,0.0,success_criteria_satisfied,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/007_toolsandbox_canonicalization_001_a1_recovery.json
toolsandbox_canonicalization_001,a2_planner,canonicalization,t2_dynamic_branching,canonicalization,True,2,0,0,0,2,0,False,0.0,success_criteria_satisfied,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/007_toolsandbox_canonicalization_001_a2_planner.json
toolsandbox_canonicalization_001,a3_interaction,canonicalization,t2_dynamic_branching,canonicalization,True,2,0,0,0,2,0,False,0.0,success_criteria_satisfied,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/007_toolsandbox_canonicalization_001_a3_interaction.json
toolsandbox_canonicalization_001,a4_reuse,canonicalization,t2_dynamic_branching,canonicalization,True,2,0,0,0,2,0,False,0.0,success_criteria_satisfied,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/007_toolsandbox_canonicalization_001_a4_reuse.json
toolsandbox_canonicalization_002,a0_baseline,canonicalization,t2_dynamic_branching,canonicalization,True,2,0,0,0,2,0,False,0.0,success_criteria_satisfied,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/008_toolsandbox_canonicalization_002_a0_baseline.json
toolsandbox_canonicalization_002,a1_recovery,canonicalization,t2_dynamic_branching,canonicalization,True,2,0,0,0,2,0,False,0.0,success_criteria_satisfied,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/008_toolsandbox_canonicalization_002_a1_recovery.json
toolsandbox_canonicalization_002,a2_planner,canonicalization,t2_dynamic_branching,canonicalization,True,2,0,0,0,2,0,False,0.0,success_criteria_satisfied,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/008_toolsandbox_canonicalization_002_a2_planner.json
toolsandbox_canonicalization_002,a3_interaction,canonicalization,t2_dynamic_branching,canonicalization,True,2,0,0,0,2,0,False,0.0,success_criteria_satisfied,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/008_toolsandbox_canonicalization_002_a3_interaction.json
toolsandbox_canonicalization_002,a4_reuse,canonicalization,t2_dynamic_branching,canonicalization,True,2,0,0,0,2,0,True,0.0,success_criteria_satisfied,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/008_toolsandbox_canonicalization_002_a4_reuse.json
toolsandbox_single_tool_001,a0_baseline,single_tool,t0_general,single_tool,True,1,0,0,0,1,0,False,0.0,success_criteria_satisfied,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/009_toolsandbox_single_tool_001_a0_baseline.json
toolsandbox_single_tool_001,a1_recovery,single_tool,t0_general,single_tool,True,1,0,0,0,1,0,False,0.0,success_criteria_satisfied,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/009_toolsandbox_single_tool_001_a1_recovery.json
toolsandbox_single_tool_001,a2_planner,single_tool,t0_general,single_tool,True,1,0,0,0,1,0,False,0.0,success_criteria_satisfied,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/009_toolsandbox_single_tool_001_a2_planner.json
toolsandbox_single_tool_001,a3_interaction,single_tool,t0_general,single_tool,True,1,0,0,0,1,0,False,0.0,success_criteria_satisfied,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/009_toolsandbox_single_tool_001_a3_interaction.json
toolsandbox_single_tool_001,a4_reuse,single_tool,t0_general,single_tool,True,1,0,0,0,1,0,False,0.0,success_criteria_satisfied,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/009_toolsandbox_single_tool_001_a4_reuse.json
toolsandbox_single_tool_002,a0_baseline,single_tool,t2_dynamic_branching,single_tool,True,1,0,0,0,1,0,False,0.0,success_criteria_satisfied,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/010_toolsandbox_single_tool_002_a0_baseline.json
toolsandbox_single_tool_002,a1_recovery,single_tool,t2_dynamic_branching,single_tool,True,1,0,0,0,1,0,False,0.0,success_criteria_satisfied,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/010_toolsandbox_single_tool_002_a1_recovery.json
toolsandbox_single_tool_002,a2_planner,single_tool,t2_dynamic_branching,single_tool,True,1,0,0,0,1,0,False,0.0,success_criteria_satisfied,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/010_toolsandbox_single_tool_002_a2_planner.json
toolsandbox_single_tool_002,a3_interaction,single_tool,t2_dynamic_branching,single_tool,True,1,0,0,0,1,0,False,0.0,success_criteria_satisfied,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/010_toolsandbox_single_tool_002_a3_interaction.json
toolsandbox_single_tool_002,a4_reuse,single_tool,t2_dynamic_branching,single_tool,True,1,0,0,0,1,0,False,0.0,success_criteria_satisfied,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/010_toolsandbox_single_tool_002_a4_reuse.json
