task_id,system,scenario,task_family,failure_type,primary_failtax,failtaxes,failure_step,expected_recovery_path,gold_tool,chosen_tool,state_slots,dependency_edges,success,tool_calls,repair_actions,repair_triggered,user_turns,total_steps,token_cost,wall_clock_ms,observed_error_type,first_failure_recovered,repair_extra_tool_calls,repair_extra_user_turns,repair_user_clarification,clarification_precision,clarification_recall,unnecessary_question_rate,patch_success_rate,post_answer_retry_count,safe_abort,policy_compliance_success,state_repair_success,reuse_pass_index,reused_artifact,second_run_improvement,budget_violation,budget_violation_reason,recovery_budget_used,stop_reason,trace_path
tau2_state_wrong_write_target_001,a0_baseline,state_failure,t1_static_recovery,state_failure,state,"[""state""]",step_02,patch_state_then_retry,write_tool,,"[""query"", ""target_path"", ""retrieved_summary""]","[{""source"": ""step_01"", ""target"": ""step_02"", ""type"": ""state""}]",True,2,0,0,0,2,0.0,0,none,False,0,0,False,0.0,0.0,0.0,0.0,0,False,False,False,0,False,0.0,False,,0.0,success_criteria_satisfied,outputs/tau2_formal_state/runs/run_02/traces/003_tau2_state_wrong_write_target_001_a0_baseline.json
tau2_state_wrong_write_target_001,a1_recovery,state_failure,t1_static_recovery,state_failure,state,"[""state""]",step_02,patch_state_then_retry,write_tool,search_tool,"[""query"", ""target_path"", ""retrieved_summary""]","[{""source"": ""step_01"", ""target"": ""step_02"", ""type"": ""state""}]",False,1,0,1,0,2,0.0,0,state_failure,False,0,0,False,0.0,0.0,0.0,0.0,0,False,False,False,0,False,0.0,False,,1.0,awaiting_user_interaction,outputs/tau2_formal_state/runs/run_02/traces/003_tau2_state_wrong_write_target_001_a1_recovery.json
tau2_state_wrong_write_target_001,a2_planner,state_failure,t1_static_recovery,state_failure,state,"[""recovery""]",step_02,,,write_tool,[],[],True,2,0,0,0,2,0.0,0,state_failure,False,0,0,False,0.0,0.0,0.0,0.0,0,False,False,False,0,False,0.0,False,,0.0,success_criteria_satisfied,outputs/tau2_formal_state/runs/run_02/traces/003_tau2_state_wrong_write_target_001_a2_planner.json
tau2_state_wrong_write_target_001,a3_interaction,state_failure,t1_static_recovery,state_failure,state,"[""recovery""]",step_02,,,write_tool,[],[],True,2,0,0,0,2,0.0,0,state_failure,False,0,0,False,0.0,0.0,0.0,0.0,0,False,False,False,0,False,0.0,False,,0.0,success_criteria_satisfied,outputs/tau2_formal_state/runs/run_02/traces/003_tau2_state_wrong_write_target_001_a3_interaction.json
tau2_state_wrong_write_target_001,a4_reuse,state_failure,t1_static_recovery,state_failure,state,"[""recovery""]",step_02,,,write_tool,[],[],True,2,0,0,0,2,0.0,0,state_failure,False,0,0,False,0.0,0.0,0.0,0.0,0,False,False,False,0,True,0.0,False,,0.0,success_criteria_satisfied,outputs/tau2_formal_state/runs/run_02/traces/003_tau2_state_wrong_write_target_001_a4_reuse.json
tau2_state_recovery_not_committed_001,a0_baseline,state_failure,t1_static_recovery,state_failure,state,"[""state"", ""recovery""]",step_02,patch_state_then_retry,write_tool,,"[""query"", ""target_path"", ""retrieved_info""]","[{""source"": ""repair"", ""target"": ""step_02"", ""type"": ""stale_state""}]",False,2,0,0,0,2,0.0,0,state_failure,False,0,0,False,0.0,0.0,0.0,0.0,0,False,False,False,0,False,0.0,False,,0.0,step_failed:step_02:environment unavailable for write operation,outputs/tau2_formal_state/runs/run_02/traces/004_tau2_state_recovery_not_committed_001_a0_baseline.json
tau2_state_recovery_not_committed_001,a1_recovery,state_failure,t1_static_recovery,state_failure,state,"[""recovery""]",step_02,patch_state_then_retry,write_tool,write_tool,"[""query"", ""target_path"", ""retrieved_info""]","[{""source"": ""repair"", ""target"": ""step_02"", ""type"": ""stale_state""}]",False,2,0,1,0,2,0.0,0,environment_failure,False,0,0,False,0.0,0.0,0.0,0.0,0,False,False,False,0,False,0.0,False,,1.0,awaiting_user_interaction,outputs/tau2_formal_state/runs/run_02/traces/004_tau2_state_recovery_not_committed_001_a1_recovery.json
tau2_state_recovery_not_committed_001,a2_planner,state_failure,t1_static_recovery,state_failure,state,"[""recovery""]",step_02,,,write_tool,[],[],False,2,0,1,0,2,0.0,0,environment_failure,False,0,0,False,0.0,0.0,0.0,0.0,0,False,False,False,0,False,0.0,False,,1.0,awaiting_user_interaction,outputs/tau2_formal_state/runs/run_02/traces/004_tau2_state_recovery_not_committed_001_a2_planner.json
tau2_state_recovery_not_committed_001,a3_interaction,state_failure,t1_static_recovery,state_failure,state,"[""recovery""]",step_02,,,backup_write_tool,[],[],True,3,0,1,1,2,0.0,0,environment_failure,True,1,1,True,1.0,1.0,0.0,1.0,0,False,False,True,0,False,0.0,False,,2.0,success_criteria_satisfied,outputs/tau2_formal_state/runs/run_02/traces/004_tau2_state_recovery_not_committed_001_a3_interaction.json
tau2_state_recovery_not_committed_001,a4_reuse,state_failure,t1_static_recovery,state_failure,state,"[""recovery""]",step_02,,,backup_write_tool,[],[],True,3,0,1,1,2,0.0,0,environment_failure,True,1,1,True,1.0,1.0,0.0,1.0,0,False,False,True,0,True,0.0,False,,2.0,success_criteria_satisfied,outputs/tau2_formal_state/runs/run_02/traces/004_tau2_state_recovery_not_committed_001_a4_reuse.json
