task_id,system,scenario,task_family,failure_type,primary_failtax,failtaxes,failure_step,expected_recovery_path,gold_tool,chosen_tool,state_slots,dependency_edges,success,tool_calls,repair_actions,repair_triggered,user_turns,total_steps,token_cost,wall_clock_ms,observed_error_type,first_failure_recovered,repair_extra_tool_calls,repair_extra_user_turns,repair_user_clarification,clarification_precision,clarification_recall,unnecessary_question_rate,patch_success_rate,post_answer_retry_count,safe_abort,policy_compliance_success,state_repair_success,reuse_pass_index,reused_artifact,second_run_improvement,budget_violation,budget_violation_reason,recovery_budget_used,stop_reason,trace_path
tau2_state_recovery_not_committed_001,a4_reuse,state_failure,t1_static_recovery,state_failure,state,"[""recovery""]",step_02,,,backup_write_tool,[],[],True,3,0,1,1,2,0.0,0,environment_failure,True,1,1,True,1.0,1.0,0.0,1.0,0,False,False,True,0,True,0.0,False,,2.0,success_criteria_satisfied,outputs/tau2_formal_budget_sweep/max_repair_attempts/value_1/traces/009_tau2_state_recovery_not_committed_001_a4_reuse.json
tau2_dual_control_001,a2_planner,dual_control,t3_must_interact,dual_control,ordering,"[""recovery""]",step_02,,,,[],[],False,0,0,1,0,2,0.0,0,dual_control,False,0,0,False,0.0,0.0,0.0,0.0,0,False,False,False,0,False,0.0,False,,0.0,awaiting_user_interaction,outputs/tau2_formal_budget_sweep/max_repair_attempts/value_1/traces/010_tau2_dual_control_001_a2_planner.json
tau2_dual_control_001,a3_interaction,dual_control,t3_must_interact,dual_control,ordering,"[""recovery""]",step_02,,,search_tool,[],[],False,1,0,2,1,2,0.0,0,dual_control,False,1,1,True,1.0,1.0,0.0,1.0,0,False,False,False,0,False,0.0,True,max_user_turns_exceeded,1.0,max_user_turns_exceeded,outputs/tau2_formal_budget_sweep/max_repair_attempts/value_1/traces/010_tau2_dual_control_001_a3_interaction.json
tau2_dual_control_001,a4_reuse,dual_control,t3_must_interact,dual_control,ordering,"[""recovery""]",step_02,,,search_tool,[],[],False,1,0,2,1,2,0.0,0,dual_control,False,1,1,True,1.0,1.0,0.0,1.0,0,False,False,False,0,False,0.0,True,max_user_turns_exceeded,1.0,max_user_turns_exceeded,outputs/tau2_formal_budget_sweep/max_repair_attempts/value_1/traces/010_tau2_dual_control_001_a4_reuse.json
tau2_interaction_failure_001,a2_planner,environment_failure,t3_must_interact,environment_failure,recovery,"[""recovery""]",step_02,,,write_tool,[],[],False,2,0,1,0,2,0.0,0,environment_failure,False,0,0,False,0.0,0.0,0.0,0.0,0,False,False,False,0,False,0.0,False,,1.0,awaiting_user_interaction,outputs/tau2_formal_budget_sweep/max_repair_attempts/value_1/traces/011_tau2_interaction_failure_001_a2_planner.json
tau2_interaction_failure_001,a3_interaction,environment_failure,t3_must_interact,environment_failure,recovery,"[""recovery""]",step_02,,,write_tool,[],[],False,2,0,1,1,2,0.0,0,environment_failure,False,0,1,True,1.0,1.0,0.0,0.0,0,False,False,False,0,False,0.0,True,max_recovery_budget_exceeded,2.0,max_recovery_budget_exceeded,outputs/tau2_formal_budget_sweep/max_repair_attempts/value_1/traces/011_tau2_interaction_failure_001_a3_interaction.json
tau2_interaction_failure_001,a4_reuse,environment_failure,t3_must_interact,environment_failure,recovery,"[""recovery""]",step_02,,,write_tool,[],[],False,2,0,1,1,2,0.0,0,environment_failure,False,0,1,True,1.0,1.0,0.0,0.0,0,False,False,False,0,False,0.0,True,max_recovery_budget_exceeded,2.0,max_recovery_budget_exceeded,outputs/tau2_formal_budget_sweep/max_repair_attempts/value_1/traces/011_tau2_interaction_failure_001_a4_reuse.json
tau2_policy_abort_001,a2_planner,policy_failure,t3_must_interact,policy_failure,recovery,"[""recovery""]",step_02,,,,[],[],False,0,0,1,0,2,0.0,0,policy_failure,False,0,0,False,0.0,0.0,0.0,0.0,0,False,False,False,0,False,0.0,False,,0.0,awaiting_user_interaction,outputs/tau2_formal_budget_sweep/max_repair_attempts/value_1/traces/012_tau2_policy_abort_001_a2_planner.json
tau2_policy_abort_001,a3_interaction,policy_failure,t3_must_interact,policy_failure,recovery,"[""recovery""]",step_02,,,,[],[],True,0,0,1,1,2,0.0,0,policy_failure,True,0,1,True,0.0,0.0,0.0,0.0,0,True,True,False,0,False,0.0,False,,1.0,safe_abort_success,outputs/tau2_formal_budget_sweep/max_repair_attempts/value_1/traces/012_tau2_policy_abort_001_a3_interaction.json
tau2_policy_abort_001,a4_reuse,policy_failure,t3_must_interact,policy_failure,recovery,"[""recovery""]",step_02,,,,[],[],True,0,0,1,1,2,0.0,0,policy_failure,True,0,1,True,0.0,0.0,0.0,0.0,0,True,True,False,0,False,0.0,False,,1.0,safe_abort_success,outputs/tau2_formal_budget_sweep/max_repair_attempts/value_1/traces/012_tau2_policy_abort_001_a4_reuse.json
