run_index,task_id,system,scenario,task_family,failure_type,success,tool_calls,repair_actions,repair_triggered,user_turns,total_steps,token_cost,wall_clock_ms,observed_error_type,first_failure_recovered,repair_extra_tool_calls,repair_extra_user_turns,repair_user_clarification,reuse_pass_index,reused_artifact,second_run_improvement,stop_reason,trace_path
3,toolsandbox_missing_info_001,tc_full,environment_failure,t1_static_recovery,environment_failure,True,3,0,1,1,2,0.0,0,environment_failure,True,1,1,True,0,False,0.0,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_03/traces/003_toolsandbox_missing_info_001_tc_full.json
3,toolsandbox_missing_info_001,tc_no_repair,environment_failure,t1_static_recovery,environment_failure,False,2,0,0,0,2,0.0,0,environment_failure,False,0,0,False,0,False,0.0,repair_disabled,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_03/traces/003_toolsandbox_missing_info_001_tc_no_repair.json
3,toolsandbox_missing_info_001,tc_no_fallback,environment_failure,t1_static_recovery,environment_failure,True,3,0,1,1,2,0.0,0,environment_failure,True,1,1,True,0,False,0.0,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_03/traces/003_toolsandbox_missing_info_001_tc_no_fallback.json
3,toolsandbox_missing_info_001,tc_no_reuse,environment_failure,t1_static_recovery,environment_failure,True,3,0,1,1,2,0.0,0,environment_failure,True,1,1,True,0,False,0.0,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_03/traces/003_toolsandbox_missing_info_001_tc_no_reuse.json
3,toolsandbox_missing_info_001,tc_planner_only,environment_failure,t1_static_recovery,environment_failure,False,2,0,1,0,2,0.0,0,environment_failure,False,0,0,False,0,False,0.0,awaiting_user_interaction,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_03/traces/003_toolsandbox_missing_info_001_tc_planner_only.json
3,toolsandbox_missing_info_002,tc_full,binding_failure,t1_static_recovery,binding_failure,True,2,1,1,0,2,0.0,0,binding_failure,True,0,0,False,0,False,0.0,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_03/traces/004_toolsandbox_missing_info_002_tc_full.json
3,toolsandbox_missing_info_002,tc_no_repair,binding_failure,t1_static_recovery,binding_failure,False,2,0,0,0,2,0.0,0,binding_failure,False,0,0,False,0,False,0.0,repair_disabled,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_03/traces/004_toolsandbox_missing_info_002_tc_no_repair.json
3,toolsandbox_missing_info_002,tc_no_fallback,binding_failure,t1_static_recovery,binding_failure,True,2,1,1,0,2,0.0,0,binding_failure,True,0,0,False,0,False,0.0,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_03/traces/004_toolsandbox_missing_info_002_tc_no_fallback.json
3,toolsandbox_missing_info_002,tc_no_reuse,binding_failure,t1_static_recovery,binding_failure,True,2,1,1,0,2,0.0,0,binding_failure,True,0,0,False,0,False,0.0,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_03/traces/004_toolsandbox_missing_info_002_tc_no_reuse.json
3,toolsandbox_missing_info_002,tc_planner_only,binding_failure,t1_static_recovery,binding_failure,True,2,1,1,0,2,0.0,0,binding_failure,True,0,0,False,0,False,0.0,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_03/traces/004_toolsandbox_missing_info_002_tc_planner_only.json
3,toolsandbox_multi_turn_approval_001,tc_full,multiple_user_turn,t3_must_interact,multiple_user_turn,True,2,0,2,2,2,0.0,0,multiple_user_turn,True,2,2,True,0,False,0.0,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_03/traces/005_toolsandbox_multi_turn_approval_001_tc_full.json
3,toolsandbox_multi_turn_approval_001,tc_no_repair,multiple_user_turn,t3_must_interact,multiple_user_turn,True,2,0,2,2,2,0.0,0,multiple_user_turn,True,2,2,True,0,False,0.0,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_03/traces/005_toolsandbox_multi_turn_approval_001_tc_no_repair.json
3,toolsandbox_multi_turn_approval_001,tc_no_fallback,multiple_user_turn,t3_must_interact,multiple_user_turn,True,2,0,2,2,2,0.0,0,multiple_user_turn,True,2,2,True,0,False,0.0,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_03/traces/005_toolsandbox_multi_turn_approval_001_tc_no_fallback.json
3,toolsandbox_multi_turn_approval_001,tc_no_reuse,multiple_user_turn,t3_must_interact,multiple_user_turn,True,2,0,2,2,2,0.0,0,multiple_user_turn,True,2,2,True,0,False,0.0,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_03/traces/005_toolsandbox_multi_turn_approval_001_tc_no_reuse.json
3,toolsandbox_multi_turn_approval_001,tc_planner_only,multiple_user_turn,t3_must_interact,multiple_user_turn,False,0,0,1,0,2,0.0,0,multiple_user_turn,False,0,0,False,0,False,0.0,awaiting_user_interaction,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_03/traces/005_toolsandbox_multi_turn_approval_001_tc_planner_only.json
3,toolsandbox_multi_turn_approval_002,tc_full,binding_failure,t1_static_recovery,binding_failure,True,2,0,2,2,2,0.0,0,binding_failure,True,2,2,True,0,True,0.0,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_03/traces/006_toolsandbox_multi_turn_approval_002_tc_full.json
3,toolsandbox_multi_turn_approval_002,tc_no_repair,binding_failure,t1_static_recovery,binding_failure,False,2,0,2,2,2,0.0,0,binding_failure,False,2,2,True,0,False,0.0,repair_disabled,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_03/traces/006_toolsandbox_multi_turn_approval_002_tc_no_repair.json
3,toolsandbox_multi_turn_approval_002,tc_no_fallback,binding_failure,t1_static_recovery,binding_failure,True,2,1,3,2,2,0.0,0,binding_failure,True,2,2,True,0,False,0.0,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_03/traces/006_toolsandbox_multi_turn_approval_002_tc_no_fallback.json
3,toolsandbox_multi_turn_approval_002,tc_no_reuse,binding_failure,t1_static_recovery,binding_failure,True,2,1,3,2,2,0.0,0,binding_failure,True,2,2,True,0,False,0.0,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_03/traces/006_toolsandbox_multi_turn_approval_002_tc_no_reuse.json
3,toolsandbox_multi_turn_approval_002,tc_planner_only,binding_failure,t1_static_recovery,binding_failure,False,0,0,1,0,2,0.0,0,binding_failure,False,0,0,False,0,False,0.0,awaiting_user_interaction,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_03/traces/006_toolsandbox_multi_turn_approval_002_tc_planner_only.json
3,toolsandbox_canonicalization_001,tc_full,canonicalization,t2_dynamic_branching,canonicalization,True,2,0,0,0,2,0.0,0,canonicalization,False,0,0,False,0,False,0.0,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_03/traces/007_toolsandbox_canonicalization_001_tc_full.json
3,toolsandbox_canonicalization_001,tc_no_repair,canonicalization,t2_dynamic_branching,canonicalization,True,2,0,0,0,2,0.0,0,canonicalization,False,0,0,False,0,False,0.0,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_03/traces/007_toolsandbox_canonicalization_001_tc_no_repair.json
3,toolsandbox_canonicalization_001,tc_no_fallback,canonicalization,t2_dynamic_branching,canonicalization,True,2,0,0,0,2,0.0,0,canonicalization,False,0,0,False,0,False,0.0,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_03/traces/007_toolsandbox_canonicalization_001_tc_no_fallback.json
3,toolsandbox_canonicalization_001,tc_no_reuse,canonicalization,t2_dynamic_branching,canonicalization,True,2,0,0,0,2,0.0,0,canonicalization,False,0,0,False,0,False,0.0,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_03/traces/007_toolsandbox_canonicalization_001_tc_no_reuse.json
3,toolsandbox_canonicalization_001,tc_planner_only,canonicalization,t2_dynamic_branching,canonicalization,True,2,0,0,0,2,0.0,0,canonicalization,False,0,0,False,0,False,0.0,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_03/traces/007_toolsandbox_canonicalization_001_tc_planner_only.json
3,toolsandbox_canonicalization_002,tc_full,canonicalization,t2_dynamic_branching,canonicalization,True,2,0,0,0,2,0.0,0,canonicalization,False,0,0,False,0,True,0.0,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_03/traces/008_toolsandbox_canonicalization_002_tc_full.json
3,toolsandbox_canonicalization_002,tc_no_repair,canonicalization,t2_dynamic_branching,canonicalization,True,2,0,0,0,2,0.0,0,canonicalization,False,0,0,False,0,False,0.0,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_03/traces/008_toolsandbox_canonicalization_002_tc_no_repair.json
3,toolsandbox_canonicalization_002,tc_no_fallback,canonicalization,t2_dynamic_branching,canonicalization,True,2,0,0,0,2,0.0,0,canonicalization,False,0,0,False,0,False,0.0,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_03/traces/008_toolsandbox_canonicalization_002_tc_no_fallback.json
3,toolsandbox_canonicalization_002,tc_no_reuse,canonicalization,t2_dynamic_branching,canonicalization,True,2,0,0,0,2,0.0,0,canonicalization,False,0,0,False,0,False,0.0,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_03/traces/008_toolsandbox_canonicalization_002_tc_no_reuse.json
3,toolsandbox_canonicalization_002,tc_planner_only,canonicalization,t2_dynamic_branching,canonicalization,True,2,0,0,0,2,0.0,0,canonicalization,False,0,0,False,0,False,0.0,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_03/traces/008_toolsandbox_canonicalization_002_tc_planner_only.json
3,toolsandbox_single_tool_001,tc_full,single_tool,t0_general,single_tool,True,1,0,0,0,1,0.0,0,single_tool,False,0,0,False,0,False,0.0,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_03/traces/009_toolsandbox_single_tool_001_tc_full.json
3,toolsandbox_single_tool_001,tc_no_repair,single_tool,t0_general,single_tool,True,1,0,0,0,1,0.0,0,single_tool,False,0,0,False,0,False,0.0,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_03/traces/009_toolsandbox_single_tool_001_tc_no_repair.json
3,toolsandbox_single_tool_001,tc_no_fallback,single_tool,t0_general,single_tool,True,1,0,0,0,1,0.0,0,single_tool,False,0,0,False,0,False,0.0,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_03/traces/009_toolsandbox_single_tool_001_tc_no_fallback.json
3,toolsandbox_single_tool_001,tc_no_reuse,single_tool,t0_general,single_tool,True,1,0,0,0,1,0.0,0,single_tool,False,0,0,False,0,False,0.0,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_03/traces/009_toolsandbox_single_tool_001_tc_no_reuse.json
3,toolsandbox_single_tool_001,tc_planner_only,single_tool,t0_general,single_tool,True,1,0,0,0,1,0.0,0,single_tool,False,0,0,False,0,False,0.0,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_03/traces/009_toolsandbox_single_tool_001_tc_planner_only.json
3,toolsandbox_single_tool_002,tc_full,single_tool,t2_dynamic_branching,single_tool,True,1,0,0,0,1,0.0,0,single_tool,False,0,0,False,0,False,0.0,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_03/traces/010_toolsandbox_single_tool_002_tc_full.json
3,toolsandbox_single_tool_002,tc_no_repair,single_tool,t2_dynamic_branching,single_tool,True,1,0,0,0,1,0.0,0,single_tool,False,0,0,False,0,False,0.0,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_03/traces/010_toolsandbox_single_tool_002_tc_no_repair.json
3,toolsandbox_single_tool_002,tc_no_fallback,single_tool,t2_dynamic_branching,single_tool,True,1,0,0,0,1,0.0,0,single_tool,False,0,0,False,0,False,0.0,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_03/traces/010_toolsandbox_single_tool_002_tc_no_fallback.json
3,toolsandbox_single_tool_002,tc_no_reuse,single_tool,t2_dynamic_branching,single_tool,True,1,0,0,0,1,0.0,0,single_tool,False,0,0,False,0,False,0.0,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_03/traces/010_toolsandbox_single_tool_002_tc_no_reuse.json
3,toolsandbox_single_tool_002,tc_planner_only,single_tool,t2_dynamic_branching,single_tool,True,1,0,0,0,1,0.0,0,single_tool,False,0,0,False,0,False,0.0,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_03/traces/010_toolsandbox_single_tool_002_tc_planner_only.json
