run_index,task_id,system,scenario,task_family,failure_type,success,raw_success,stop_reason,trace_path,tool_calls,user_queries,turn_count,expected_turn_count,expected_tool_calls,matched_milestones,total_milestones,milestone_similarity,milestone_coverage,interaction_efficiency,tool_efficiency,turn_efficiency,hallucination_avoidance,state_dependency_score,result_summary_coverage,reference_summary_coverage,primary_category,categories,result_summary_source,raw_repair_actions,raw_repair_triggered,raw_total_steps,raw_token_cost,raw_wall_clock_ms,observed_error_type,first_failure_recovered,repair_extra_tool_calls,repair_extra_user_turns,repair_user_clarification,reuse_pass_index,reused_artifact,second_run_improvement
1,toolsandbox_missing_info_001,tc_full,environment_failure,t1_static_recovery,environment_failure,True,True,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_01/traces/003_toolsandbox_missing_info_001_tc_full.json,3,1,7,3,2,3,3,1.0,1.0,0.4,0.85,0.19999999999999996,1.0,1.0,1.0,0.0,insufficient_information,"[""insufficient_information"", ""multiple_user_turn"", ""multiple_tool""]",toolclaw_proxy,0,1,2,0.0,0,environment_failure,True,1,1,True,0,False,0.0
1,toolsandbox_missing_info_001,tc_no_repair,environment_failure,t1_static_recovery,environment_failure,False,False,repair_disabled,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_01/traces/003_toolsandbox_missing_info_001_tc_no_repair.json,2,0,3,3,2,1,3,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,1.0,0.0,insufficient_information,"[""insufficient_information"", ""multiple_user_turn"", ""multiple_tool""]",toolclaw_proxy,0,0,2,0.0,0,environment_failure,False,0,0,False,0,False,0.0
1,toolsandbox_missing_info_001,tc_no_fallback,environment_failure,t1_static_recovery,environment_failure,True,True,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_01/traces/003_toolsandbox_missing_info_001_tc_no_fallback.json,3,1,7,3,2,3,3,1.0,1.0,0.4,0.85,0.19999999999999996,1.0,1.0,1.0,0.0,insufficient_information,"[""insufficient_information"", ""multiple_user_turn"", ""multiple_tool""]",toolclaw_proxy,0,1,2,0.0,0,environment_failure,True,1,1,True,0,False,0.0
1,toolsandbox_missing_info_001,tc_no_reuse,environment_failure,t1_static_recovery,environment_failure,True,True,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_01/traces/003_toolsandbox_missing_info_001_tc_no_reuse.json,3,1,7,3,2,3,3,1.0,1.0,0.4,0.85,0.19999999999999996,1.0,1.0,1.0,0.0,insufficient_information,"[""insufficient_information"", ""multiple_user_turn"", ""multiple_tool""]",toolclaw_proxy,0,1,2,0.0,0,environment_failure,True,1,1,True,0,False,0.0
1,toolsandbox_missing_info_001,tc_planner_only,environment_failure,t1_static_recovery,environment_failure,False,False,awaiting_user_interaction,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_01/traces/003_toolsandbox_missing_info_001_tc_planner_only.json,2,0,3,3,2,1,3,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,1.0,0.0,insufficient_information,"[""insufficient_information"", ""multiple_user_turn"", ""multiple_tool""]",toolclaw_proxy,0,1,2,0.0,0,environment_failure,False,0,0,False,0,False,0.0
1,toolsandbox_missing_info_002,tc_full,binding_failure,t1_static_recovery,binding_failure,True,True,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_01/traces/004_toolsandbox_missing_info_002_tc_full.json,2,0,3,2,2,3,3,1.0,1.0,0.85,1.0,0.8,1.0,1.0,1.0,0.0,insufficient_information,"[""insufficient_information"", ""single_user_turn""]",toolclaw_proxy,1,1,2,0.0,0,binding_failure,True,0,0,False,0,False,0.0
1,toolsandbox_missing_info_002,tc_no_repair,binding_failure,t1_static_recovery,binding_failure,False,False,repair_disabled,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_01/traces/004_toolsandbox_missing_info_002_tc_no_repair.json,2,0,3,2,2,1,3,0.3333333333333333,0.3333333333333333,0.0,1.0,0.8,1.0,1.0,1.0,0.0,insufficient_information,"[""insufficient_information"", ""single_user_turn""]",toolclaw_proxy,0,0,2,0.0,0,binding_failure,False,0,0,False,0,False,0.0
1,toolsandbox_missing_info_002,tc_no_fallback,binding_failure,t1_static_recovery,binding_failure,True,True,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_01/traces/004_toolsandbox_missing_info_002_tc_no_fallback.json,2,0,3,2,2,3,3,1.0,1.0,0.85,1.0,0.8,1.0,1.0,1.0,0.0,insufficient_information,"[""insufficient_information"", ""single_user_turn""]",toolclaw_proxy,1,1,2,0.0,0,binding_failure,True,0,0,False,0,False,0.0
1,toolsandbox_missing_info_002,tc_no_reuse,binding_failure,t1_static_recovery,binding_failure,True,True,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_01/traces/004_toolsandbox_missing_info_002_tc_no_reuse.json,2,0,3,2,2,3,3,1.0,1.0,0.85,1.0,0.8,1.0,1.0,1.0,0.0,insufficient_information,"[""insufficient_information"", ""single_user_turn""]",toolclaw_proxy,1,1,2,0.0,0,binding_failure,True,0,0,False,0,False,0.0
1,toolsandbox_missing_info_002,tc_planner_only,binding_failure,t1_static_recovery,binding_failure,True,True,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_01/traces/004_toolsandbox_missing_info_002_tc_planner_only.json,2,0,3,2,2,3,3,1.0,1.0,0.85,1.0,0.8,1.0,1.0,1.0,0.0,insufficient_information,"[""insufficient_information"", ""single_user_turn""]",toolclaw_proxy,1,1,2,0.0,0,binding_failure,True,0,0,False,0,False,0.0
1,toolsandbox_multi_turn_approval_001,tc_full,multiple_user_turn,t3_must_interact,multiple_user_turn,True,True,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_01/traces/005_toolsandbox_multi_turn_approval_001_tc_full.json,2,2,8,3,2,3,3,1.0,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,multiple_user_turn,"[""multiple_user_turn"", ""state_dependency""]",toolclaw_proxy,0,2,2,0.0,0,multiple_user_turn,True,2,2,True,0,False,0.0
1,toolsandbox_multi_turn_approval_001,tc_no_repair,multiple_user_turn,t3_must_interact,multiple_user_turn,True,True,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_01/traces/005_toolsandbox_multi_turn_approval_001_tc_no_repair.json,2,2,8,3,2,3,3,1.0,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,multiple_user_turn,"[""multiple_user_turn"", ""state_dependency""]",toolclaw_proxy,0,2,2,0.0,0,multiple_user_turn,True,2,2,True,0,False,0.0
1,toolsandbox_multi_turn_approval_001,tc_no_fallback,multiple_user_turn,t3_must_interact,multiple_user_turn,True,True,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_01/traces/005_toolsandbox_multi_turn_approval_001_tc_no_fallback.json,2,2,8,3,2,3,3,1.0,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,multiple_user_turn,"[""multiple_user_turn"", ""state_dependency""]",toolclaw_proxy,0,2,2,0.0,0,multiple_user_turn,True,2,2,True,0,False,0.0
1,toolsandbox_multi_turn_approval_001,tc_no_reuse,multiple_user_turn,t3_must_interact,multiple_user_turn,True,True,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_01/traces/005_toolsandbox_multi_turn_approval_001_tc_no_reuse.json,2,2,8,3,2,3,3,1.0,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,multiple_user_turn,"[""multiple_user_turn"", ""state_dependency""]",toolclaw_proxy,0,2,2,0.0,0,multiple_user_turn,True,2,2,True,0,False,0.0
1,toolsandbox_multi_turn_approval_001,tc_planner_only,multiple_user_turn,t3_must_interact,multiple_user_turn,False,False,awaiting_user_interaction,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_01/traces/005_toolsandbox_multi_turn_approval_001_tc_planner_only.json,0,0,0,3,2,0,3,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,multiple_user_turn,"[""multiple_user_turn"", ""state_dependency""]",toolclaw_proxy,0,1,2,0.0,0,multiple_user_turn,False,0,0,False,0,False,0.0
1,toolsandbox_multi_turn_approval_002,tc_full,binding_failure,t1_static_recovery,binding_failure,True,True,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_01/traces/006_toolsandbox_multi_turn_approval_002_tc_full.json,2,2,8,3,2,4,4,1.0,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,multiple_user_turn,"[""multiple_user_turn"", ""canonicalization""]",toolclaw_proxy,0,2,2,0.0,0,binding_failure,True,2,2,True,0,True,0.0
1,toolsandbox_multi_turn_approval_002,tc_no_repair,binding_failure,t1_static_recovery,binding_failure,False,False,repair_disabled,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_01/traces/006_toolsandbox_multi_turn_approval_002_tc_no_repair.json,2,2,7,3,2,2,4,0.5,0.5,0.4,1.0,0.19999999999999996,1.0,1.0,1.0,0.0,multiple_user_turn,"[""multiple_user_turn"", ""canonicalization""]",toolclaw_proxy,0,2,2,0.0,0,binding_failure,False,2,2,True,0,False,0.0
1,toolsandbox_multi_turn_approval_002,tc_no_fallback,binding_failure,t1_static_recovery,binding_failure,True,True,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_01/traces/006_toolsandbox_multi_turn_approval_002_tc_no_fallback.json,2,2,7,3,2,4,4,1.0,1.0,0.4,1.0,0.19999999999999996,1.0,1.0,1.0,0.0,multiple_user_turn,"[""multiple_user_turn"", ""canonicalization""]",toolclaw_proxy,1,3,2,0.0,0,binding_failure,True,2,2,True,0,False,0.0
1,toolsandbox_multi_turn_approval_002,tc_no_reuse,binding_failure,t1_static_recovery,binding_failure,True,True,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_01/traces/006_toolsandbox_multi_turn_approval_002_tc_no_reuse.json,2,2,7,3,2,4,4,1.0,1.0,0.4,1.0,0.19999999999999996,1.0,1.0,1.0,0.0,multiple_user_turn,"[""multiple_user_turn"", ""canonicalization""]",toolclaw_proxy,1,3,2,0.0,0,binding_failure,True,2,2,True,0,False,0.0
1,toolsandbox_multi_turn_approval_002,tc_planner_only,binding_failure,t1_static_recovery,binding_failure,False,False,awaiting_user_interaction,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_01/traces/006_toolsandbox_multi_turn_approval_002_tc_planner_only.json,0,0,0,3,2,0,4,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,multiple_user_turn,"[""multiple_user_turn"", ""canonicalization""]",toolclaw_proxy,0,1,2,0.0,0,binding_failure,False,0,0,False,0,False,0.0
1,toolsandbox_canonicalization_001,tc_full,canonicalization,t2_dynamic_branching,canonicalization,True,True,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_01/traces/007_toolsandbox_canonicalization_001_tc_full.json,2,0,4,2,2,3,3,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,0.0,canonicalization,"[""canonicalization"", ""multiple_tool""]",toolclaw_proxy,0,0,2,0.0,0,canonicalization,False,0,0,False,0,False,0.0
1,toolsandbox_canonicalization_001,tc_no_repair,canonicalization,t2_dynamic_branching,canonicalization,True,True,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_01/traces/007_toolsandbox_canonicalization_001_tc_no_repair.json,2,0,4,2,2,3,3,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,0.0,canonicalization,"[""canonicalization"", ""multiple_tool""]",toolclaw_proxy,0,0,2,0.0,0,canonicalization,False,0,0,False,0,False,0.0
1,toolsandbox_canonicalization_001,tc_no_fallback,canonicalization,t2_dynamic_branching,canonicalization,True,True,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_01/traces/007_toolsandbox_canonicalization_001_tc_no_fallback.json,2,0,4,2,2,3,3,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,0.0,canonicalization,"[""canonicalization"", ""multiple_tool""]",toolclaw_proxy,0,0,2,0.0,0,canonicalization,False,0,0,False,0,False,0.0
1,toolsandbox_canonicalization_001,tc_no_reuse,canonicalization,t2_dynamic_branching,canonicalization,True,True,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_01/traces/007_toolsandbox_canonicalization_001_tc_no_reuse.json,2,0,4,2,2,3,3,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,0.0,canonicalization,"[""canonicalization"", ""multiple_tool""]",toolclaw_proxy,0,0,2,0.0,0,canonicalization,False,0,0,False,0,False,0.0
1,toolsandbox_canonicalization_001,tc_planner_only,canonicalization,t2_dynamic_branching,canonicalization,True,True,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_01/traces/007_toolsandbox_canonicalization_001_tc_planner_only.json,2,0,4,2,2,3,3,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,0.0,canonicalization,"[""canonicalization"", ""multiple_tool""]",toolclaw_proxy,0,0,2,0.0,0,canonicalization,False,0,0,False,0,False,0.0
1,toolsandbox_canonicalization_002,tc_full,canonicalization,t2_dynamic_branching,canonicalization,True,True,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_01/traces/008_toolsandbox_canonicalization_002_tc_full.json,2,0,4,2,2,3,3,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,0.0,canonicalization,"[""canonicalization"", ""state_dependency""]",toolclaw_proxy,0,0,2,0.0,0,canonicalization,False,0,0,False,0,True,0.0
1,toolsandbox_canonicalization_002,tc_no_repair,canonicalization,t2_dynamic_branching,canonicalization,True,True,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_01/traces/008_toolsandbox_canonicalization_002_tc_no_repair.json,2,0,4,2,2,3,3,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,0.0,canonicalization,"[""canonicalization"", ""state_dependency""]",toolclaw_proxy,0,0,2,0.0,0,canonicalization,False,0,0,False,0,False,0.0
1,toolsandbox_canonicalization_002,tc_no_fallback,canonicalization,t2_dynamic_branching,canonicalization,True,True,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_01/traces/008_toolsandbox_canonicalization_002_tc_no_fallback.json,2,0,4,2,2,3,3,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,0.0,canonicalization,"[""canonicalization"", ""state_dependency""]",toolclaw_proxy,0,0,2,0.0,0,canonicalization,False,0,0,False,0,False,0.0
1,toolsandbox_canonicalization_002,tc_no_reuse,canonicalization,t2_dynamic_branching,canonicalization,True,True,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_01/traces/008_toolsandbox_canonicalization_002_tc_no_reuse.json,2,0,4,2,2,3,3,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,0.0,canonicalization,"[""canonicalization"", ""state_dependency""]",toolclaw_proxy,0,0,2,0.0,0,canonicalization,False,0,0,False,0,False,0.0
1,toolsandbox_canonicalization_002,tc_planner_only,canonicalization,t2_dynamic_branching,canonicalization,True,True,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_01/traces/008_toolsandbox_canonicalization_002_tc_planner_only.json,2,0,4,2,2,3,3,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,0.0,canonicalization,"[""canonicalization"", ""state_dependency""]",toolclaw_proxy,0,0,2,0.0,0,canonicalization,False,0,0,False,0,False,0.0
1,toolsandbox_single_tool_001,tc_full,single_tool,t0_general,single_tool,True,True,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_01/traces/009_toolsandbox_single_tool_001_tc_full.json,1,0,2,1,1,1,1,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.0,single_tool,"[""single_tool"", ""single_user_turn""]",toolclaw_proxy,0,0,1,0.0,0,single_tool,False,0,0,False,0,False,0.0
1,toolsandbox_single_tool_001,tc_no_repair,single_tool,t0_general,single_tool,True,True,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_01/traces/009_toolsandbox_single_tool_001_tc_no_repair.json,1,0,2,1,1,1,1,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.0,single_tool,"[""single_tool"", ""single_user_turn""]",toolclaw_proxy,0,0,1,0.0,0,single_tool,False,0,0,False,0,False,0.0
1,toolsandbox_single_tool_001,tc_no_fallback,single_tool,t0_general,single_tool,True,True,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_01/traces/009_toolsandbox_single_tool_001_tc_no_fallback.json,1,0,2,1,1,1,1,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.0,single_tool,"[""single_tool"", ""single_user_turn""]",toolclaw_proxy,0,0,1,0.0,0,single_tool,False,0,0,False,0,False,0.0
1,toolsandbox_single_tool_001,tc_no_reuse,single_tool,t0_general,single_tool,True,True,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_01/traces/009_toolsandbox_single_tool_001_tc_no_reuse.json,1,0,2,1,1,1,1,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.0,single_tool,"[""single_tool"", ""single_user_turn""]",toolclaw_proxy,0,0,1,0.0,0,single_tool,False,0,0,False,0,False,0.0
1,toolsandbox_single_tool_001,tc_planner_only,single_tool,t0_general,single_tool,True,True,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_01/traces/009_toolsandbox_single_tool_001_tc_planner_only.json,1,0,2,1,1,1,1,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.0,single_tool,"[""single_tool"", ""single_user_turn""]",toolclaw_proxy,0,0,1,0.0,0,single_tool,False,0,0,False,0,False,0.0
1,toolsandbox_single_tool_002,tc_full,single_tool,t2_dynamic_branching,single_tool,True,True,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_01/traces/010_toolsandbox_single_tool_002_tc_full.json,1,0,2,1,1,1,1,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.0,single_tool,"[""single_tool"", ""canonicalization""]",toolclaw_proxy,0,0,1,0.0,0,single_tool,False,0,0,False,0,False,0.0
1,toolsandbox_single_tool_002,tc_no_repair,single_tool,t2_dynamic_branching,single_tool,True,True,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_01/traces/010_toolsandbox_single_tool_002_tc_no_repair.json,1,0,2,1,1,1,1,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.0,single_tool,"[""single_tool"", ""canonicalization""]",toolclaw_proxy,0,0,1,0.0,0,single_tool,False,0,0,False,0,False,0.0
1,toolsandbox_single_tool_002,tc_no_fallback,single_tool,t2_dynamic_branching,single_tool,True,True,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_01/traces/010_toolsandbox_single_tool_002_tc_no_fallback.json,1,0,2,1,1,1,1,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.0,single_tool,"[""single_tool"", ""canonicalization""]",toolclaw_proxy,0,0,1,0.0,0,single_tool,False,0,0,False,0,False,0.0
1,toolsandbox_single_tool_002,tc_no_reuse,single_tool,t2_dynamic_branching,single_tool,True,True,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_01/traces/010_toolsandbox_single_tool_002_tc_no_reuse.json,1,0,2,1,1,1,1,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.0,single_tool,"[""single_tool"", ""canonicalization""]",toolclaw_proxy,0,0,1,0.0,0,single_tool,False,0,0,False,0,False,0.0
1,toolsandbox_single_tool_002,tc_planner_only,single_tool,t2_dynamic_branching,single_tool,True,True,success_criteria_satisfied,outputs/remote/toolsandbox_matched_20260406_090111/runs/run_01/traces/010_toolsandbox_single_tool_002_tc_planner_only.json,1,0,2,1,1,1,1,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.0,single_tool,"[""single_tool"", ""canonicalization""]",toolclaw_proxy,0,0,1,0.0,0,single_tool,False,0,0,False,0,False,0.0
